setid,number,numbervariant,name,year,theme,themegroup,subtheme,pieces,minifigs,image,imagefilename,thumbnailurl,largethumbnailurl,imageurl,brickseturl,released,owned,wanted,qtyowned,usernotes,acmdatacount,ownedbytotal,wantedbytotal,ukretailprice,usretailprice,caretailprice,euretailprice,usdateaddedtosah,usdateremovedfromsah,rating,reviewcount,packagingtype,availability,instructionscount,additionalimagecount,agemin,agemax,height,width,depth,weight,category,userrating,ean,upc,lastupdated
8295,2259,1,Skull Motorbike,2011,Ninjago,Action/Adventure,Pilot Season,157,2,true,2259-1,https://images.brickset.com/sets/small/2259-1.jpg,https://images.brickset.com/sets/small/2259-1.jpg,https://images.brickset.com/sets/images/2259-1.jpg,https://brickset.com/sets/2259-1,true,false,false,0,,0,4172,915,13.99,14.99,19.99,NA,2011-01-04,2011-11-28,4.125,8,Box,{Not specified},2,9,7,14,19.1,26.19,4.6,0.24,Normal,0,5702014734586,673419144834,2016-05-18T14:09:56.017
8296,2260,1,Ice Dragon Attack,2011,Ninjago,Action/Adventure,Pilot Season,158,2,true,2260-1,https://images.brickset.com/sets/small/2260-1.jpg,https://images.brickset.com/sets/small/2260-1.jpg,https://images.brickset.com/sets/images/2260-1.jpg,https://brickset.com/sets/2260-1,true,false,false,0,,0,5013,1296,19.99,19.99,24.99,NA,2011-01-04,2011-11-24,4.41176470588235,17,Box,{Not specified},4,11,7,14,26.19,28.19,4.6,0.35,Normal,0,,673419144841,2016-05-18T14:09:38.873
8297,2263,1,Turbo Shredder,2011,Ninjago,Action/Adventure,Pilot Season,298,3,true,2263-1,https://images.brickset.com/sets/small/2263-1.jpg,https://images.brickset.com/sets/small/2263-1.jpg,https://images.brickset.com/sets/images/2263-1.jpg,https://brickset.com/sets/2263-1,true,false,false,0,,0,2377,1006,26.99,29.99,39.99,NA,2011-01-04,2011-12-01,4.5,8,Box,{Not specified},4,9,7,14,26.19,38.2,7.06,0.62,Normal,0,,673419144858,2016-05-18T13:48:37.98
8298,2504,1,Spinjitzu Dojo,2011,Ninjago,Action/Adventure,Spinners,373,3,true,2504-1,https://images.brickset.com/sets/small/2504-1.jpg,https://images.brickset.com/sets/small/2504-1.jpg,https://images.brickset.com/sets/images/2504-1.jpg,https://brickset.com/sets/2504-1,true,false,false,0,,0,2971,1340,30.99,49.99,64.99,NA,2011-01-04,2011-11-28,4.4,10,Box,{Not specified},6,13,7,14,28.19,48.01,6.1,0.73,Normal,0,,673419144865,2016-05-18T13:45:21.5
8299,2505,1,Garmadon's Dark Fortress,2011,Ninjago,Action/Adventure,Pilot Season,518,6,true,2505-1,https://images.brickset.com/sets/small/2505-1.jpg,https://images.brickset.com/sets/small/2505-1.jpg,https://images.brickset.com/sets/images/2505-1.jpg,https://brickset.com/sets/2505-1,true,false,false,0,,0,2000,1397,49.99,69.99,89.99,NA,2011-01-04,2011-11-25,4,5,Box,{Not specified},6,15,8,14,37.8,48.01,7.06,1.13,Normal,0,,673419144872,2016-05-18T13:35:51.943
8535,2506,1,Skull Truck,2011,Ninjago,Action/Adventure,Pilot Season,515,4,true,2506-1,https://images.brickset.com/sets/small/2506-1.jpg,https://images.brickset.com/sets/small/2506-1.jpg,https://images.brickset.com/sets/images/2506-1.jpg,https://brickset.com/sets/2506-1,true,false,false,0,,0,1915,1106,45.99,59.99,79.99,NA,2011-08-05,2012-11-13,4.6,5,Box,{Not specified},6,11,8,14,37.8,35.41,7.06,0.98,Normal,0,,673419144889,2016-05-18T13:36:25.553
8537,2508,1,Blacksmith Shop,2011,Ninjago,Action/Adventure,Pilot Season,189,2,true,2508-1,https://images.brickset.com/sets/small/2508-1.jpg,https://images.brickset.com/sets/small/2508-1.jpg,https://images.brickset.com/sets/images/2508-1.jpg,https://brickset.com/sets/2508-1,true,false,false,0,,0,1931,1176,14.99,19.99,24.99,NA,2011-08-05,2011-12-15,4,5,Box,{Not specified},2,11,7,14,26.19,28.19,4.6,0.39,Normal,0,,673419144902,2016-05-18T14:00:08.317
8538,2509,1,Earth Dragon Defense,2011,Ninjago,Action/Adventure,Pilot Season,227,2,true,2509-1,https://images.brickset.com/sets/small/2509-1.jpg,https://images.brickset.com/sets/small/2509-1.jpg,https://images.brickset.com/sets/images/2509-1.jpg,https://brickset.com/sets/2509-1,true,false,false,0,,0,2139,1670,30.99,34.99,44.99,NA,2011-08-05,2011-11-28,4.85714285714286,7,Box,{Not specified},2,11,7,14,26.19,38.2,5.64,0.53,Normal,0,,673419144919,2019-07-26T00:09:20.703
8466,2518,1,Nuckal's ATV,2011,Ninjago,Action/Adventure,Spinners,174,2,true,2518-1,https://images.brickset.com/sets/small/2518-1.jpg,https://images.brickset.com/sets/small/2518-1.jpg,https://images.brickset.com/sets/images/2518-1.jpg,https://brickset.com/sets/2518-1,true,false,false,0,,0,1452,876,19.99,24.99,29.99,NA,2011-01-04,2012-03-07,2.66666666666667,3,Box,{Not specified},4,9,7,14,,,,,Normal,0,,,2016-05-18T14:01:56.313
8301,2519,1,Skeleton Bowling,2011,Ninjago,Action/Adventure,Spinners,371,7,true,2519-1,https://images.brickset.com/sets/small/2519-1.jpg,https://images.brickset.com/sets/small/2519-1.jpg,https://images.brickset.com/sets/images/2519-1.jpg,https://brickset.com/sets/2519-1,true,false,false,0,,0,1633,1007,26.99,29.99,39.99,NA,2011-01-04,2012-01-08,4.33333333333333,3,Box,{Not specified},4,9,7,14,,,,,Normal,0,,673419144940,2016-05-18T13:46:01.99
8467,2520,1,Ninjago Battle Arena,2011,Ninjago,Action/Adventure,Spinners,463,2,true,2520-1,https://images.brickset.com/sets/small/2520-1.jpg,https://images.brickset.com/sets/small/2520-1.jpg,https://images.brickset.com/sets/images/2520-1.jpg,https://brickset.com/sets/2520-1,true,false,false,0,,0,983,914,35.99,49.99,64.99,NA,2011-01-04,2012-03-30,4,3,Box,{Not specified},4,10,7,14,,,,,Normal,0,,,2019-07-27T04:34:42.507
8873,9441,1,Kai's Blade Cycle,2012,Ninjago,Action/Adventure,Rise of the Snakes,188,2,true,9441-1,https://images.brickset.com/sets/small/9441-1.jpg,https://images.brickset.com/sets/small/9441-1.jpg,https://images.brickset.com/sets/images/9441-1.jpg,https://brickset.com/sets/9441-1,true,false,false,0,,0,5298,943,12.99,14.99,17.99,NA,2011-11-29,2012-11-21,4.45454545454545,11,Box,Retail,4,7,8,14,19.1,26.19,6.1,0.31,Normal,0,5702014831087,673419165457,2015-11-20T22:27:12.127
8872,9442,1,Jay's Storm Fighter,2012,Ninjago,Action/Adventure,Rise of the Snakes,242,2,true,9442-1,https://images.brickset.com/sets/small/9442-1.jpg,https://images.brickset.com/sets/small/9442-1.jpg,https://images.brickset.com/sets/images/9442-1.jpg,https://brickset.com/sets/9442-1,true,false,false,0,,0,4365,1043,19.99,24.99,29.99,NA,2011-11-29,2012-11-10,4.16666666666667,6,Box,Retail,4,5,7,14,26.19,28.19,6.4,0.51,Normal,0,5702014831094,673419165464,2015-11-20T22:29:51.317
8870,9443,1,Rattlecopter,2012,Ninjago,Action/Adventure,Rise of the Snakes,327,3,true,9443-1,https://images.brickset.com/sets/small/9443-1.jpg,https://images.brickset.com/sets/small/9443-1.jpg,https://images.brickset.com/sets/images/9443-1.jpg,https://brickset.com/sets/9443-1,true,false,false,0,,0,3451,1014,24.99,29.99,39.99,NA,2011-11-29,2012-10-26,4.22222222222222,9,Box,Retail,3,5,8,14,26.19,28.19,7.59,0.56,Normal,0,5702014831100,673419165471,2015-11-20T22:30:03.66
8874,9444,1,Cole's Tread Assault,2012,Ninjago,Action/Adventure,Rise of the Snakes,286,2,true,9444-1,https://images.brickset.com/sets/small/9444-1.jpg,https://images.brickset.com/sets/small/9444-1.jpg,https://images.brickset.com/sets/images/9444-1.jpg,https://brickset.com/sets/9444-1,true,false,false,0,,0,2996,1144,29.99,39.99,49.99,NA,2011-11-29,2012-09-30,4.5,2,Box,Retail,4,6,8,14,26.19,38.2,7.06,0.67,Normal,0,5702014831117,673419165488,2015-11-20T22:30:25.15
8875,9445,1,Fangpyre Truck Ambush,2012,Ninjago,Action/Adventure,Rise of the Snakes,452,4,true,9445-1,https://images.brickset.com/sets/small/9445-1.jpg,https://images.brickset.com/sets/small/9445-1.jpg,https://images.brickset.com/sets/images/9445-1.jpg,https://brickset.com/sets/9445-1,true,false,false,0,,0,2415,1129,39.99,49.99,64.99,NA,2011-12-24,2012-10-30,5,2,Box,Retail,6,8,8,14,28.19,48.01,7.39,0.94,Normal,0,5702014831193,673419165495,2015-11-20T22:30:36.09
9228,9447,1,Lasha's Bite Cycle,2012,Ninjago,Action/Adventure,Search for the Fang Blades,250,2,true,9447-1,https://images.brickset.com/sets/small/9447-1.jpg,https://images.brickset.com/sets/small/9447-1.jpg,https://images.brickset.com/sets/images/9447-1.jpg,https://brickset.com/sets/9447-1,true,false,false,0,,0,2521,851,19.99,24.99,29.99,NA,2012-06-02,2013-12-23,4,1,Box,Retail,2,7,7,14,26.2,28.2,4.6,0.38,Normal,0,5702014831216,673419165532,2015-11-20T22:24:07.89
9178,9448,1,Samurai Mech,2012,Ninjago,Action/Adventure,Search for the Fang Blades,452,3,true,9448-1,https://images.brickset.com/sets/small/9448-1.jpg,https://images.brickset.com/sets/small/9448-1.jpg,https://images.brickset.com/sets/images/9448-1.jpg,https://brickset.com/sets/9448-1,true,false,false,0,,0,3947,1483,29.99,39.99,49.99,NA,2012-06-02,2013-11-29,4.6,5,Box,Retail,4,6,8,14,26.2,38.2,5.6,0.65,Normal,0,5702014831223,673419165549,2015-11-20T22:24:21.513
9149,9455,1,Fangpyre Mech,2012,Ninjago,Action/Adventure,Rise of the Snakes,255,2,true,9455-1,https://images.brickset.com/sets/small/9455-1.jpg,https://images.brickset.com/sets/small/9455-1.jpg,https://images.brickset.com/sets/images/9455-1.jpg,https://brickset.com/sets/9455-1,true,false,false,0,,0,1250,1032,19.99,24.99,29.99,NA,2011-12-29,2012-09-27,4.8,5,Box,Retail,4,6,7,14,,,,,Normal,0,,,2015-11-20T22:31:05.4
9150,9456,1,Spinner Battle Arena,2012,Ninjago,Action/Adventure,Spinners,418,2,true,9456-1,https://images.brickset.com/sets/small/9456-1.jpg,https://images.brickset.com/sets/small/9456-1.jpg,https://images.brickset.com/sets/images/9456-1.jpg,https://brickset.com/sets/9456-1,true,false,false,0,,0,625,670,34.99,39.99,49.99,NA,2011-12-24,2012-11-27,0,0,Box,Retail,6,7,8,14,,,,0.67,Normal,0,5702014831292,,2015-11-20T01:01:05.2
9151,9457,1,Fangpyre Wrecking Ball,2012,Ninjago,Action/Adventure,Rise of the Snakes,415,3,true,9457-1,https://images.brickset.com/sets/small/9457-1.jpg,https://images.brickset.com/sets/small/9457-1.jpg,https://images.brickset.com/sets/images/9457-1.jpg,https://brickset.com/sets/9457-1,true,false,false,0,,0,912,1156,49.99,49.99,64.99,NA,2011-12-28,2012-10-19,5,2,Box,Retail,4,6,8,14,,,,,Normal,0,,,2015-11-20T22:31:21.21
8860,9558,1,Training Set,2012,Ninjago,Action/Adventure,Spinners,219,1,true,9558-1,https://images.brickset.com/sets/small/9558-1.jpg,https://images.brickset.com/sets/small/9558-1.jpg,https://images.brickset.com/sets/images/9558-1.jpg,https://brickset.com/sets/9558-1,true,false,false,0,,0,1770,672,14.99,19.99,24.99,NA,2012-01-10,2012-11-09,2.5,2,Blister pack,Retail,6,5,6,14,23.01,26.01,6.4,0.33,Normal,0,5702014838024,673419167130,2015-11-20T22:25:24.933
8859,9579,1,Starter Set,2012,Ninjago,Action/Adventure,Spinners,62,2,true,9579-1,https://images.brickset.com/sets/small/9579-1.jpg,https://images.brickset.com/sets/small/9579-1.jpg,https://images.brickset.com/sets/images/9579-1.jpg,https://brickset.com/sets/9579-1,true,false,false,0,,0,1224,540,12.99,19.99,24.99,NA,2011-12-24,2012-03-09,4.5,2,Blister pack,Retail,4,5,6,14,23.01,26.01,3.99,0.2,Normal,0,5702014837409,673419166898,2015-11-20T22:26:01.553
9200,9591,1,Weapon Pack,2012,Ninjago,Action/Adventure,Spinners,73,2,true,9591-1,https://images.brickset.com/sets/small/9591-1.jpg,https://images.brickset.com/sets/small/9591-1.jpg,https://images.brickset.com/sets/images/9591-1.jpg,https://brickset.com/sets/9591-1,true,false,false,0,,0,1294,596,12.99,19.99,24.99,NA,2012-06-02,2012-11-23,4.5,2,{Not specified},{Not specified},5,5,6,14,23.01,26.01,3.99,0.19,Normal,0,5702014838086,673419167147,2015-08-13T21:57:04.387
29305,40342,1,Ninjago Minifigure Pack,2019,Ninjago,Action/Adventure,Secrets of the Forbidden Spinjitzu,59,4,true,40342-1,https://images.brickset.com/sets/small/40342-1.jpg,https://images.brickset.com/sets/small/40342-1.jpg,https://images.brickset.com/sets/images/40342-1.jpg,https://brickset.com/sets/40342-1,true,false,false,0,,0,926,515,10.99,12.99,16.99,12.99,2019-06-12,2020-01-08,4.5,2,Blister pack,LEGO exclusive,1,2,8,,,,,,Normal,0,,673419304955,2019-08-07T03:04:44.327
9883,70501,1,Warrior Bike,2013,Ninjago,Action/Adventure,The Final Battle,210,2,true,70501-1,https://images.brickset.com/sets/small/70501-1.jpg,https://images.brickset.com/sets/small/70501-1.jpg,https://images.brickset.com/sets/images/70501-1.jpg,https://brickset.com/sets/70501-1,true,false,false,0,,0,2430,744,17.99,19.99,24.99,NA,2012-12-28,2013-12-13,3,1,Box,Retail,2,5,8,14,19.1,26.2,6.1,0.35,Normal,0,5702014972889,673419190305,2015-11-20T00:38:24.613
9884,70502,1,Cole's Earth Driller,2013,Ninjago,Action/Adventure,The Final Battle,171,2,true,70502-1,https://images.brickset.com/sets/small/70502-1.jpg,https://images.brickset.com/sets/small/70502-1.jpg,https://images.brickset.com/sets/images/70502-1.jpg,https://brickset.com/sets/70502-1,true,false,false,0,,0,3010,758,17.99,19.99,24.99,NA,2012-12-28,2014-12-06,4.33333333333333,3,Box,Retail,2,3,7,14,19.1008,26.1874,6.096,0.38,Normal,0,5702014972896,673419190312,2015-11-20T00:38:46.697
9885,70503,1,The Golden Dragon,2013,Ninjago,Action/Adventure,The Final Battle,252,3,true,70503-1,https://images.brickset.com/sets/small/70503-1.jpg,https://images.brickset.com/sets/small/70503-1.jpg,https://images.brickset.com/sets/images/70503-1.jpg,https://brickset.com/sets/70503-1,true,false,false,0,,0,4066,1164,24.99,29.99,39.99,NA,2012-12-28,2015-01-21,4,4,Box,Retail,2,5,8,14,19.1008,35.4076,5.8928,0.44,Normal,0,5702014972902,673419190329,2015-11-20T00:39:10.273
9886,70504,1,Garmatron,2013,Ninjago,Action/Adventure,The Final Battle,328,3,true,70504-1,https://images.brickset.com/sets/small/70504-1.jpg,https://images.brickset.com/sets/small/70504-1.jpg,https://images.brickset.com/sets/images/70504-1.jpg,https://brickset.com/sets/70504-1,true,false,false,0,,0,2426,866,29.99,39.99,49.99,NA,2012-12-28,2014-10-03,4.75,4,Box,Retail,4,5,8,14,26.2,28.2,9.6,0.71,Normal,0,5702014972919,673419190336,2015-11-20T00:39:21.287
9887,70505,1,Temple of Light,2013,Ninjago,Action/Adventure,The Final Battle,565,5,true,70505-1,https://images.brickset.com/sets/small/70505-1.jpg,https://images.brickset.com/sets/small/70505-1.jpg,https://images.brickset.com/sets/images/70505-1.jpg,https://brickset.com/sets/70505-1,true,false,false,0,,0,2890,1483,59.99,69.99,89.99,NA,2012-12-28,2015-02-27,5,2,Box,Retail,6,6,8,14,37.7952,35.4076,7.0612,1.04,Normal,0,5702014972926,673419190343,2015-11-20T00:39:34.78
25620,70588,1,Titanium Ninja Tumbler ,2016,Ninjago,Action/Adventure,Day of the Departed,342,3,true,70588-1,https://images.brickset.com/sets/small/70588-1.jpg,https://images.brickset.com/sets/small/70588-1.jpg,https://images.brickset.com/sets/images/70588-1.jpg,https://brickset.com/sets/70588-1,true,false,false,0,,0,1458,723,24.99,29.99,39.99,29.99,2016-08-01,2017-12-17,0,0,Box,Retail - limited,4,6,7,14,,,,,Normal,0,,,2016-09-01T03:36:39.78
25621,70589,1,Rock Roader,2016,Ninjago,Action/Adventure,Day of the Departed,406,4,true,70589-1,https://images.brickset.com/sets/small/70589-1.jpg,https://images.brickset.com/sets/small/70589-1.jpg,https://images.brickset.com/sets/images/70589-1.jpg,https://brickset.com/sets/70589-1,true,false,false,0,,0,1356,652,39.99,39.99,49.99,39.99,2016-08-01,2017-11-19,4.5,2,Box,Retail,4,10,8,14,26.2128,38.2016,5.6388,0.6441007,Normal,0,,673419254502,2016-08-19T02:26:12.557
25628,70590,1,Airjitzu Battle Grounds,2016,Ninjago,Action/Adventure,Airjitzu,666,5,true,70590-1,https://images.brickset.com/sets/small/70590-1.jpg,https://images.brickset.com/sets/small/70590-1.jpg,https://images.brickset.com/sets/images/70590-1.jpg,https://brickset.com/sets/70590-1,true,false,false,0,,0,630,575,49.99,59.99,74.99,59.99,2016-08-01,2017-05-19,0,0,Box,Retail - limited,4,9,8,14,,,,,Normal,0,,,2016-10-24T22:51:37.723
25622,70591,1,Kryptarium Prison Breakout,2016,Ninjago,Action/Adventure,Skybound,207,5,true,70591-1,https://images.brickset.com/sets/small/70591-1.jpg,https://images.brickset.com/sets/small/70591-1.jpg,https://images.brickset.com/sets/images/70591-1.jpg,https://brickset.com/sets/70591-1,true,false,false,0,,0,2162,510,17.99,19.99,24.99,19.99,2016-08-01,2017-11-19,5,2,Box,Retail,3,8,6,14,19.1008,26.2128,4.5974,0.3628736,Normal,0,,673419254526,2016-05-31T23:00:42.99
25623,70592,1,Salvage M.E.C.,2016,Ninjago,Action/Adventure,Day of the Departed,439,4,true,70592-1,https://images.brickset.com/sets/small/70592-1.jpg,https://images.brickset.com/sets/small/70592-1.jpg,https://images.brickset.com/sets/images/70592-1.jpg,https://brickset.com/sets/70592-1,true,false,false,0,,0,1757,708,39.99,39.99,49.99,39.99,2016-08-01,2017-11-25,5,1,Box,Retail,3,9,8,14,26.2128,38.2016,5.6388,0.6032774,Normal,0,,673419254533,2016-08-19T02:26:46.107
25624,70593,1,The Green NRG Dragon,2016,Ninjago,Action/Adventure,Skybound,567,5,true,70593-1,https://images.brickset.com/sets/small/70593-1.jpg,https://images.brickset.com/sets/small/70593-1.jpg,https://images.brickset.com/sets/images/70593-1.jpg,https://brickset.com/sets/70593-1,true,false,false,0,,0,1836,842,44.99,49.99,59.99,49.99,2016-08-01,2017-11-12,5,3,Box,Retail,4,10,8,14,28.194,48.006,6.096,0.8164656,Normal,0,,673419254540,2016-05-31T23:00:49.383
25625,70594,1,The Lighthouse Siege,2016,Ninjago,Action/Adventure,Skybound,767,8,true,70594-1,https://images.brickset.com/sets/small/70594-1.jpg,https://images.brickset.com/sets/small/70594-1.jpg,https://images.brickset.com/sets/images/70594-1.jpg,https://brickset.com/sets/70594-1,true,false,false,0,,0,2078,1093,59.99,69.99,89.99,69.99,2016-08-01,2017-11-25,5,3,Box,Retail,3,11,8,14,37.7952,35.4076,9.398,1.338096,Normal,0,,673419254656,2016-11-02T20:00:33.363
24769,70600,1,Ninja Bike Chase,2016,Ninjago,Action/Adventure,Skybound,231,3,true,70600-1,https://images.brickset.com/sets/small/70600-1.jpg,https://images.brickset.com/sets/small/70600-1.jpg,https://images.brickset.com/sets/images/70600-1.jpg,https://brickset.com/sets/70600-1,true,false,false,0,,0,2221,546,17.99,19.99,24.99,19.99,2016-03-01,2017-07-04,5,1,Box,Retail,4,9,7,14,19.1008,26.2128,4.5974,0.3129785,Normal,0,,673419247665,2016-02-10T00:58:23.57
24919,70601,1,Sky Shark,2016,Ninjago,Action/Adventure,Skybound,221,2,true,70601-1,https://images.brickset.com/sets/small/70601-1.jpg,https://images.brickset.com/sets/small/70601-1.jpg,https://images.brickset.com/sets/images/70601-1.jpg,https://brickset.com/sets/70601-1,true,false,false,0,,0,2427,565,17.99,19.99,24.99,19.99,2016-03-01,2017-07-29,5,5,Box,Retail,2,7,7,14,19.1008,26.2128,4.5974,0.3356581,Normal,0,,673419247672,2016-02-10T00:58:47.337
24770,70602,1,Jay's Elemental Dragon,2016,Ninjago,Action/Adventure,Skybound,350,2,true,70602-1,https://images.brickset.com/sets/small/70602-1.jpg,https://images.brickset.com/sets/small/70602-1.jpg,https://images.brickset.com/sets/images/70602-1.jpg,https://brickset.com/sets/70602-1,true,false,false,0,,0,2274,759,24.99,29.99,39.99,34.99,2016-03-01,2017-05-15,4,2,Box,Retail,4,10,7,14,19.1008,35.4076,5.8928,0.4581279,Normal,0,,673419247689,2016-02-10T00:59:42.843
24771,70603,1,Raid Zeppelin,2016,Ninjago,Action/Adventure,Skybound,294,3,true,70603-1,https://images.brickset.com/sets/small/70603-1.jpg,https://images.brickset.com/sets/small/70603-1.jpg,https://images.brickset.com/sets/images/70603-1.jpg,https://brickset.com/sets/70603-1,true,false,false,0,,0,2995,869,24.99,29.99,39.99,32.99,2016-03-01,2017-07-04,4.75,4,Box,Retail,4,8,7,14,19.1008,35.4076,5.8928,0.4898794,Normal,0,,673419247696,2016-02-10T00:59:28.73
24772,70604,1,Tiger Widow Island,2016,Ninjago,Action/Adventure,Skybound,450,5,true,70604-1,https://images.brickset.com/sets/small/70604-1.jpg,https://images.brickset.com/sets/small/70604-1.jpg,https://images.brickset.com/sets/images/70604-1.jpg,https://brickset.com/sets/70604-1,true,false,false,0,,0,2186,843,44.99,49.99,59.99,49.99,2016-03-01,2017-07-11,4.6,5,Box,Retail,2,12,8,14,26.2128,38.2016,5.6388,0.7257472,Normal,0,,673419247702,2016-02-10T01:00:02.557
26481,70622,1,Desert Lightning,2017,Ninjago,Action/Adventure,The Hands of Time,201,3,true,70622-1,https://images.brickset.com/sets/small/70622-1.jpg,https://images.brickset.com/sets/small/70622-1.jpg,https://images.brickset.com/sets/images/70622-1.jpg,https://brickset.com/sets/70622-1,true,false,false,0,,0,1365,437,14.99,19.99,24.99,19.99,2017-01-02,2017-11-26,4,1,Box,Retail,4,6,7,14,19.1008,26.2128,4.5974,0.3084426,Normal,0,,673419264723,2016-12-04T16:17:05.61
26482,70623,1,Destiny's Shadow,2017,Ninjago,Action/Adventure,The Hands of Time,360,3,true,70623-1,https://images.brickset.com/sets/small/70623-1.jpg,https://images.brickset.com/sets/small/70623-1.jpg,https://images.brickset.com/sets/images/70623-1.jpg,https://brickset.com/sets/70623-1,true,false,false,0,,0,1159,553,24.99,29.99,39.99,29.99,2017-01-02,2017-11-27,5,1,Box,Retail,5,9,7,14,19.1008,35.4076,5.8928,0.4717357,Normal,0,,673419264730,2016-12-04T16:17:23.163
